,name,price,mile_age,make,model,fuel,power,transmission,engine_size,description,linkofproduct,year
577,Hyundai i10 BVA toute option,31 500 DT,90000,Hyundai,Grand i10,Essence,5,Gris,Berline,Hyundai i10,https://www.tayara.tn/listings/voitures-9/893522e6-fd5e-4083-93f3-0bbf00ec5eba/hyundai-i10-bva-toute-option-,2016
578,opel corsa importe d Germany 🇩🇪,24 500 DT,170,Opel,Corsa,Essence,5,Manuelle,1.4,opel corsa d essence annee 2013 importe d Germany fin 2015.,https://www.tayara.tn/listings/voitures-9/6b092945-efbd-451d-be59-76d0cfd9642b/opel-corsa-importe-d-germany-%F0%9F%87%A9%F0%9F%87%AA,2013
579,kia rio,21 000 DT,158000,Kia,Rio,Essence,6,Noir,Berline,karhba ndhifa mte3 ksiba,https://www.tayara.tn/listings/voitures-9/3ebdff3f-979a-4a52-ba43-92f498c6e4fc/kia-rio,2011
580,Clio mantage français cable,0 DT,219,Renault,Clio,Essence,4,Noir,Berline,Toute option,https://www.tayara.tn/listings/voitures-9/8507447c-cd4c-4e04-9162-fd8dbdd74f59/clio-mantage-fran%C3%A7ais-cable,2000
581,mercedes cls,0 DT,195000,Mercedes-Benz,Classe CLS,Essence,19,Gris,Autres,EQUIPEMENTS EXTÉRIEURS,https://www.tayara.tn/listings/voitures-9/6656a9e1-9396-483b-a85b-b33dfc3d10d7/mercedes-cls,2005
582,Audi b4 éclatante,16 000 DT,280000,Audi,80,Diesel,6,Vert,Utilitaire,Tout options,https://www.tayara.tn/listings/voitures-9/d733fce9-3702-4eb1-8e04-8b7554fc7b19/audi-b4-%C3%A9clatante-,2010
583,mazda 3,0 DT,155000,Mazda,3,Essence,6,Noir,Berline,Motorisation:Essence,https://www.tayara.tn/listings/voitures-9/ae123a02-0021-4970-9f59-eb9d1b77a8ae/mazda-3,2013
584,Kia rio,35 800 DT,62285,Kia,Rio,Essence,5,Gris,Autres,Très propre Kia,https://www.tayara.tn/listings/voitures-9/41cd360b-7ce6-4e53-83ec-c5423cb58703/kia-rio,2017
585,Mercedes c220 diesel kit Amg,55 000 DT,198000,Mercedes-Benz,220,Diesel,8,Noir,Berline,Mercedes c220 diesel 646 kit Amg penture d'origine tl 26400733,https://www.tayara.tn/listings/voitures-9/ffb796f2-3317-448f-bfaa-1ba074ef27ce/mercedes-c220-diesel-kit-amg-,2010
586,VENTE YARIS SEDAN A HAOUARIA,36 000 DT,60000,Toyota,Yaris,Essence,6,Beige,Berline,Yaris sedan année 2014 (60000km) beige de soie prix 36000 DT,https://www.tayara.tn/listings/voitures-9/92d72ae7-12e5-4e34-b1f1-c870600a2419/vente-yaris-sedan-a-haouaria,2014
587,yaris coupe,32 000 DT,70000,Toyota,Yaris,Essence,4,Rouge,Berline,1er main,https://www.tayara.tn/listings/voitures-9/34127cb1-3f79-4b3e-b563-7f6c934dc42b/yaris-coupe,2017
588,Citroen nemo,21 300 DT,165000,Citroen,Nemo,Diesel,6,Noir,Berline,a vendre Citroen nemo montage Française tout option,https://www.tayara.tn/listings/voitures-9/1ca422c1-fce5-40ed-8ae6-3cac9049faf1/citroen-nemo,2013
589,Megane classic 1er main,25 000 DT,49000,Renault,Megane,Essence,7,Noir,Berline,Megane classic 1er main tout option penture d'origine voiture neuf tl 50041915,https://www.tayara.tn/listings/voitures-9/dc4dae0f-cdc2-4637-b04e-36c3b96f3940/megane-classic-1er-main-,1999
590,407 en très bon état,0 DT,220000,Peugeot,407,Diesel,6,Noir,Manuelle,,https://www.tayara.tn/listings/voitures-9/c17c58ce-8527-4841-a716-25027d37876e/407-en-tr%C3%A8s-bon-%C3%A9tat-,2007
591,206 tt options année 7/2007 n tel 58135375 ess 4 cj,0 DT,180000,Peugeot,206,Essence,4,Noir,Compacte,206 tt options année 7/2007 ess 4 Ch assisté fermeture centrale vitre électrique climatisé disponible à bizerte km 180000 n tel 58135375,https://www.tayara.tn/listings/voitures-9/6c3d697c-95dd-4a0b-86a2-cbf721f1b13f/206-tt-options-ann%C3%A9e-7-2007-n-tel-58135375-ess-4-cj,2007
592,Kia Rio modèle 2016,37 000 DT,100000,Kia,Rio,Essence,5,Blanc,Berline,Voiture première main en très bon état.,https://www.tayara.tn/listings/voitures-9/d06ad925-bcfd-48d4-af62-828358d5c0a6/kia-rio-mod%C3%A8le-2016,2016
593,a vendre Nissan patrol,21 000 DT,254217,Nissan,Patrol,Diesel,11,Noir,4 x 4,nissan patrol propre,https://www.tayara.tn/listings/voitures-9/760aa4a6-63fb-4117-834f-116e60ab9590/a-vendre-nissan-patrol,1994
594,belle suing,9 000 DT,195000,Opel,Corsa,Essence,4,Blanc,Compacte,a vendre une belle suing,https://www.tayara.tn/listings/voitures-9/ac8f2609-0442-4149-82ba-fb7e43870ff9/belle-suing-,1997
595,Polo 6 4chv diesel en très très très bonne état,18 000 DT,0,Volkswagen,Polo,Diesel,4,Blanc,Autres,polo 6 mazout 4chv ndhifa barcha leli y7eb yekseb,https://www.tayara.tn/listings/voitures-9/e641b15c-c5c0-4911-9030-5788f5e2a636/polo-6-4chv-diesel-en-tr%C3%A8s-tr%C3%A8s-tr%C3%A8s-bonne-%C3%A9tat,2009
596,Ford ranger 4*4 ttoption 1er main,32 000 DT,300000,Ford,Ranger,Diesel,10,Gris,4 x 4,Ford ranger 1er main 4*4 ttoption,https://www.tayara.tn/listings/voitures-9/1fa1e926-6e6e-4866-8463-f70894641eba/ford-ranger-4*4-ttoption-1er-main,2008
597,Chevrolet Aveo LS,24 000 DT,147123,Chevrolet,Aveo,Essence,5,Noir,Berline,Km : 147123,https://www.tayara.tn/listings/voitures-9/12aedd51-6f4f-4533-972d-dbfd3e84d13a/chevrolet-aveo-ls,2012
598,opel corsa 2 portes,9 600 DT,230000,Opel,Corsa,Essence,4,Rouge,Compacte,A vendre opel corsa B 2 portes 4CV 3 CY,https://www.tayara.tn/listings/voitures-9/cae0c51e-f817-47df-9d8a-0b518d336280/opel-corsa-2-portes,1998
599,Renault Clio 4 dynamique,0 DT,67000,Renault,Clio,Essence,5,Manuelle,1.4,Renault Clio 4 dynamique tout options Essence 1eme 5cv 98414967,https://www.tayara.tn/listings/voitures-9/c8014d69-7942-4581-adb9-91b0594ddbe9/renault-clio-4-dynamique,2017
600,Isuzu 3atrous nthifa barcha,29 DT,885,Isuzu,Landwind,Diesel,10,Blanc,Avec kilométrage,10 zwayel,https://www.tayara.tn/listings/voitures-9/526fe180-205c-408c-b91b-0dcbfd19bf05/isuzu-3atrous-nthifa-barcha,1999
601,moteur electrique porte garage,700 DT,-1,AC,Seven,Electrique,-1,Bleu,Berline,moteur jedide jamais installé 20 510 999,https://www.tayara.tn/listings/voitures-9/4c23281c-1254-4faf-a0e8-3877742765b9/moteur-electrique-porte-garage,2020
602,Chevrolet sonic,28 800 DT,180000,Chevrolet,SSR,Essence,5,Blanc,Berline,Chevrolet sonic tres bonne etat tout option jamais accidentée,https://www.tayara.tn/listings/voitures-9/56197166-beb4-4c8f-804c-334cf9c7f128/chevrolet-sonic-,2015
603,Symbole 3 modèle 2019,36 500 DT,45000,Renault,Symbol,Essence,5,Noir,Berline,À vendre symbole toutes options telphone 27287452,https://www.tayara.tn/listings/voitures-9/d53d5a5e-c866-4583-94dd-540b0f45f155/symbole-3-mod%C3%A8le-2019,2019
604,Punto 3 tt option,18 DT,200,Fiat,Punto,Essence,5,Gris,Compacte,voiture hyper inpeccable moteur intact tôle très propre clim en marche ainsi chauffage vitres électriques fermeture centralisée alarme Gent alu intérieur maison retapisser possède depuis 8 ans,https://www.tayara.tn/listings/voitures-9/e5623252-d733-4136-a376-362fa404e519/punto-3-tt-option,2008
605,Nissan Xtrail 130 cv moteur Nissan série 218 ttoption,0 DT,90000,Nissan,X-Trail,Diesel,7,Noir,Berline,Nissan Xtrail 130 cv moteur Nissan série 218 ttoption,https://www.tayara.tn/listings/voitures-9/922bcbe3-ad03-4e6d-8463-1f6aa63a2e66/nissan-xtrail-130-cv-moteur-nissan-s%C3%A9rie-218-ttoption,2016
606,rio kia coupé 1er main num 51985 988,36 000 DT,160000,Kia,Rio,Essence,5,Noir,Autres,rio kia coupé 1er main trés bien entretenu num 51 985 988,https://www.tayara.tn/listings/voitures-9/a43a968a-3ed8-49a2-9e12-3040b39795b1/rio-kia-coup%C3%A9-1er-main-num-51985-988,2015
607,Astra J sedan,38 000 DT,123000,Opel,Astra,Essence,8,Autre,Berline,11/2014,https://www.tayara.tn/listings/voitures-9/99d25733-8712-47d8-934c-6e7d7c1da54b/astra-j-sedan,2014
608,yaris tres bon etat,14 300 DT,200000,Toyota,Yaris,Essence,4,Gris,Compacte,yaris en tres bonne etat,https://www.tayara.tn/listings/voitures-9/9b9b3be6-14e9-4e2f-a5d2-e7ff51555110/yaris-tres-bon-etat-,2002
609,Renault 9,0 DT,1,Renault,R9,Essence,5,Camel,Autres,نضيفة برشة متاع كسيبة الرجاء الاتصال علي 96478293,https://www.tayara.tn/listings/voitures-9/84555c1c-7226-4f12-b0e2-8fe817ea7885/renault-9,1982
610,Grande Punto EVO,22 000 DT,212000,Fiat,Grande Punto,Essence,4,Gris,Compacte,Punto Evo Grise,https://www.tayara.tn/listings/voitures-9/75c21c4d-8c6d-415f-8225-e992bea38573/grande-punto-evo,2011
611,ford maverick 7 places,21 000 DT,290,Ford,Maverick,Diesel,11,Rouge,4 x 4,4x4 ford maverick 7 places,https://www.tayara.tn/listings/voitures-9/0b6da48f-c437-4a95-a4b6-cd6099774211/ford-maverick-7-places-,1998
612,307,18 000 DT,345678,Peugeot,307 SW,Diesel,5,Noir,Monospace,Très bon état.,https://www.tayara.tn/listings/voitures-9/023d4783-9cea-4b8d-acbb-8d0f5784d885/307,2008
613,Voiture,17 DT,200,Ford,Fiesta,Essence,5,Rouge,Autres,,https://www.tayara.tn/listings/voitures-9/4c01c873-268e-49b2-bb60-de71bd5a7d91/voiture-,2003
614,Chevrolet Sonic,0 DT,40,Chevrolet,S-10,Essence,5,Blanc,Compacte,Chevrolet sonic 1ére main climatiseur assisté 4 vitres électriques,https://www.tayara.tn/listings/voitures-9/a8cf18e1-15d1-41e8-a05c-0a58d061949b/chevrolet-sonic,2016
615,Av Mégane3 Année 2009,20 000 DT,170000,Renault,Megane,Diesel,5,Gris,Compacte,Gris métalisé,https://www.tayara.tn/listings/voitures-9/e26ab308-5404-4a49-bd3f-034096a994fd/av-m%C3%A9gane3-ann%C3%A9e-2009,2009
616,Suzuki swift très propre,29 500 DT,88,Suzuki,Swift,Essence,5,Gris,Berline,"A vendre Suzuki Swift neuve, état d'origine, 4 cylindres, chaîne en acier, toutes options :",https://www.tayara.tn/listings/voitures-9/199bb440-b1b9-413d-b32c-e635cf71905b/suzuki-swift-tr%C3%A8s-propre-,2017
617,Golf 5 Blumotion 1.9 Diesel,30 000 DT,182000,Volkswagen,Golf 5,Diesel,5,Noir,Avec kilométrage,Je vend ma Golf 5 Blumotion diesel deuxième,https://www.tayara.tn/listings/voitures-9/1002b33d-71cd-4904-802c-b8b491b5761f/golf-5-blumotion-1-9-diesel,2008
618,camion iveco,23 000 DT,5000,Renault,Avantime,Diesel,20,Automatique,1.6,camion iveco nthifa,https://www.tayara.tn/listings/voitures-9/cf97ef65-2874-4644-bd7d-786e6e836b19/camion-iveco,2000
619,Audi A4 essence BVA,65 000 DT,118000,Audi,A4,Essence,7,Noir,Berline,Audi A4 noir essence boîte automatique 1er main année 2016 full options avec toit ouvrant 100mkm état neufff 98140060,https://www.tayara.tn/listings/voitures-9/6ede73fb-5a44-4b1f-bb9f-9dd1fa057b7a/audi-a4-essence-bva,2016
620,"F30 318D 2L , vente ou echange",68 500 DT,180,BMW,Serie 3,Diesel,7,Blanc,Berline,"voiture très économique en Parfait état, jamais retouché, pack sport ,vente pu échange avec voiture qui ne dépasse pas 40 mille dinars, 5L /100km",https://www.tayara.tn/listings/voitures-9/fce9a684-2204-4164-8ec0-223ed50c1fc5/f30-318d-2l-vente-ou-echange,2013
621,Golf 6 1er main essence 1.4 num 22468 555,36 500 DT,200000,Volkswagen,Golf 6,Essence,5,Gris,Autres,Golf 6 essence 1.4 1er main num 22468 555,https://www.tayara.tn/listings/voitures-9/c665206e-c7da-4020-958a-7682f1d1dff8/golf-6-1er-main-essence-1-4-num-22468-555,2013
622,HYUNDAI GRAND I10,29 500 DT,70000,Hyundai,Grand i10,Essence,5,Argent,Compacte,HYUNDAI GRAND I10,https://www.tayara.tn/listings/voitures-9/79a11b04-42b3-46d9-bdf3-cf2b0d70aeb8/hyundai-grand-i10,2017
623,pajero sport,29 DT,197000,Mitsubishi,Pajero Sport,Diesel,9,Vert,4 x 4,pajero sport bon etat,https://www.tayara.tn/listings/voitures-9/4e46bccb-b38c-4f81-aca8-4fe6831e9635/pajero-sport,2000
624,Marcedes,27 000 DT,220000,Mercedes-Benz,Classe CLK,Essence,10,Noir,Avec kilométrage,Ndhifaa,https://www.tayara.tn/listings/voitures-9/f296840b-384e-4edd-86d8-41b15886211e/marcedes,2002
625,Golf 5 Importé,28 000 DT,200,Volkswagen,Golf 5,Diesel,6,Noir,Berline,بسم الله ما شاء الله,https://www.tayara.tn/listings/voitures-9/97612c94-10ae-43a9-a239-5b8f77b727ef/golf-5-import%C3%A9-,2006
626,Clio compus,0 DT,199000,Renault,Clio,Essence,4,Gris,Avec kilométrage,,https://www.tayara.tn/listings/voitures-9/5d176cd2-8a91-423d-ab4c-508e42f69ad5/clio-compus,2009
627,À vendre ou échange ford,18 000 DT,168000,Ford,Fiesta,Essence,5,Bleu,Berline,À vendre ou échange Ford,https://www.tayara.tn/listings/voitures-9/e58dff36-0657-467d-961c-54117ad37917/%C3%A0-vendre-ou-%C3%A9change-ford,2006
628,kia rio dans l'emballage,0 DT,40000,Kia,Rio,Essence,5,Gris,Compacte,1ère main,https://www.tayara.tn/listings/voitures-9/408a9095-c7ce-486b-9a8c-69741e78d5b6/kia-rio-dans-l'emballage,2017
629,DANS L EMBALLAGE IBIZA FR 1.6,0 DT,0,Seat,Ibiza,Essence,6,Noir,Berline,PARTICULIER MET EN VENTE,https://www.tayara.tn/listings/voitures-9/adbf5f4e-0b9b-44d5-bf69-f1c67a9b92ca/dans-l-emballage-ibiza-fr-1-6,2021
630,Clio bombé,0 DT,109000,Renault,Clio,Essence,4,Rouge,Berline,Clio très très propre tt option sauf clim,https://www.tayara.tn/listings/voitures-9/cfb56915-e95b-46d4-a9cc-31839f35e68c/clio-bomb%C3%A9-,1999
631,Clio Bombé cable,17 DT,260,Renault,Clio,Essence,4,Noir,Avec kilométrage,Clio Bombé cable,https://www.tayara.tn/listings/voitures-9/88e20c70-1a19-4d59-86a4-b7eb61c80d7c/clio-bomb%C3%A9-cable-,2002
632,Opel swing 4 cylindres,12 000 DT,290000,Opel,Corsa,Essence,4,Noir,Utilitaire,Opel corsa swing en très bon état,https://www.tayara.tn/listings/voitures-9/d5f33358-3a3b-430c-b9a8-961d9dea58ba/opel-swing-4-cylindres,1997
633,fiat panda,0 DT,100,Fiat,Panda,Essence,4,Rouge,Autres,,https://www.tayara.tn/listings/voitures-9/0d5c6234-1f5c-4505-b4bb-84695bff71a5/fiat-panda,2016
634,marsa,0 DT,209500,Volkswagen,Polo,Essence,0,Bleu,Autres,,https://www.tayara.tn/listings/voitures-9/70f92925-1d6b-4f1f-9deb-11ee5d6c32ff/marsa,0
635,clio classique,18 200 DT,190,Renault,Clio,Essence,5,Manuelle,1.4,av Clio classique tout options en bon état,https://www.tayara.tn/listings/voitures-9/94ba9da8-0e57-42bd-80df-1fc538e238c9/clio-classique,2006
636,Citroën C3,34 800 DT,82000,Citroen,C3,Essence,4,Blanc,Berline,M/C avril 2017,https://www.tayara.tn/listings/voitures-9/aa387f7d-539a-4ff5-b503-6d2bb402569d/citro%C3%ABn-c3,2017
637,Peugeot 205,9 000 DT,200000,Peugeot,205,Essence,4,Compacte,Avec kilométrage,voiture impact moteur carrosserie récemment faite salon neuf centralisé pneu neufs,https://www.tayara.tn/listings/voitures-9/00023b44-8408-46de-a05b-aa4a30ed932c/peugeot-205,1996
638,karahba ndhifa 26722400,13 000 DT,70000,Dacia,Logan,Diesel,4,Berline,Nouveau,vitres électriques,https://www.tayara.tn/listings/voitures-9/cdd4f4a1-e0ba-4c4e-9bf5-409cbc0a574a/karahba-ndhifa-26722400,2012
639,Trafik 3 place 27 668 555,123 DT,400,Renault,B110,Diesel,238,Blanc,Autres,Trafik 3 place 27 668 555,https://www.tayara.tn/listings/voitures-9/9be0a888-4ffb-4760-a957-362840cfbc37/trafik-3-place-27-668-555,1990
640,Citroën berlingo b9,22 DT,150,Citroen,Berlingo,Diesel,123456,Blanc,Autres,28 410 115,https://www.tayara.tn/listings/voitures-9/46834531-ca96-4b96-a7c2-fc56a9564784/citro%C3%ABn-berlingo-b9,2010
641,Grandi Punto Easy,28 000 DT,75000,Fiat,Grande Punto,Essence,4,Blanc,Compacte,"particulier met à vendre Grandi Punto Easy toutes options ( jantes alu, clim auto, 4 vitres éléc,.....) voiture bien entretenue tél:52779219",https://www.tayara.tn/listings/voitures-9/8fe01332-86df-4f02-868b-3fee4c8671c6/grandi-punto-easy-,2017
642,Kia Rio,0 DT,75,Kia,Rio,Essence,5,Bleu,Utilitaire,Karhba ndhifa barcha,https://www.tayara.tn/listings/voitures-9/2d8ebdf1-e2ff-4d0c-878b-d31c7b98df06/kia-rio,2015
643,Polo 3 ndhifa à vendre,10 500 DT,0,Volkswagen,Polo,Essence,4,Noir,Compacte,je met en vente ma Polo 3 bien entretenue.,https://www.tayara.tn/listings/voitures-9/680c4b8e-ea9b-4b28-b797-958ab4fac9d4/polo-3-ndhifa-%C3%A0-vendre,1999
644,isuzu fastera,31 DT,470,Isuzu,D-MAX,Diesel,10,Gris,4 x 4,en bonne Etat,https://www.tayara.tn/listings/voitures-9/ef9c14cc-32d1-4b85-91d2-04e82d8e0ae3/isuzu-fastera,1998
645,207,0 DT,180000,Peugeot,207,Essence,5,Noir,Compacte,21332338,https://www.tayara.tn/listings/voitures-9/3a5a4112-19a5-42b8-9467-c66bb52c87a5/207,2009
646,Peugeot 308,39 000 DT,140000,Peugeot,308,Essence,5,Gris,Manuelle,Peugeot 308 2014,https://www.tayara.tn/listings/voitures-9/fbfc8c69-798a-4508-b74e-575de1849bad/peugeot-308,2014
647,ford orion urgent,5 600 DT,100000,Ford,Orion,Essence,200,Bleu,Autres,ford orion,https://www.tayara.tn/listings/voitures-9/d53e24da-264a-4f97-a5f3-bce89668f242/ford-orion-urgent-,1985
648,polo 5,14 DT,150,AC,Cobra,Essence,14,Gris,Manuelle,1.2,https://www.tayara.tn/listings/voitures-9/9f2820a2-b930-487b-b70c-239da7664006/polo-5-,2003
649,Polo 7,0 DT,151,Volkswagen,Polo,Essence,5,Blanc,Compacte,Édition Confort Line,https://www.tayara.tn/listings/voitures-9/a020bcd6-821c-4aae-98c4-6c1fe1a7479b/polo-7,2013
650,Mercedes w204 C180 kompressor,0 DT,177000,Mercedes-Benz,Classe C,Essence,9,Noir,Berline,Année 12/2009,https://www.tayara.tn/listings/voitures-9/b9c0356f-9662-484e-95eb-61642994a0da/mercedes-w204-c180-kompressor,2010
651,OPEL ASTRA H,0 DT,198000,Opel,Astra,Essence,5,Gris,Berline,Karahba ndhifa,https://www.tayara.tn/listings/voitures-9/53c63ef7-b43e-41b8-ba40-dc136ff2d73f/opel-astra-h-,2009
652,Hyundai i20,45 000 DT,63000,Hyundai,I 20,Essence,5,Blanc,Berline,Hyundai i20 toute option première main à faible kilométrage(63000) start stop caméra de recul clé intelgente jante allu,https://www.tayara.tn/listings/voitures-9/bbb2afb6-ec0f-4132-b708-2bc6d8b528f3/hyundai-i20,2017
653,Isuzu kb 26,0 DT,455532,Isuzu,Landwind,Diesel,8,Blanc,Pick up,93866324,https://www.tayara.tn/listings/voitures-9/3af45ae2-c2d8-4692-9119-7586062bce25/isuzu-kb-26,1985
654,A Vendre 205 Diesel,0 DT,200000,Peugeot,205,Diesel,5,Blanc,Compacte,205 diesel en très bonne état,https://www.tayara.tn/listings/voitures-9/8312bfb4-d18b-4836-8c4d-6103e29013a4/a-vendre-205-diesel,1998
655,c4 essence 6cv 2012 climatisé prix 28200 tel58923768,28 000 DT,180000,Citroen,C4,Essence,6,Noir,Berline,prix 28200,https://www.tayara.tn/listings/voitures-9/a2c40d71-91d9-40f8-a3c4-5ec4afc868dc/c4-essence-6cv-2012-climatis%C3%A9-prix-28200-tel58923768,2012
656,22806320 regueb sidi bouzid,28 000 DT,44,Kia,Rio,Essence,5,Blanc,Autres,22806320,https://www.tayara.tn/listings/voitures-9/8640821b-61f3-4872-81e4-19f1b5655a65/22806320-regueb-sidi-bouzid,2018
657,Renault Kangoo,0 DT,139000,Renault,Kangoo,Essence,6,Blanc,Avec kilométrage,,https://www.tayara.tn/listings/voitures-9/52204e5e-4504-44cc-afd6-2cef014cea25/renault-kangoo,2003
658,golf 7 smartline,0 DT,130,Volkswagen,Golf 7,Essence,5,Blanc,Avec kilométrage,smartline tout option:,https://www.tayara.tn/listings/voitures-9/dcb4dca3-4c62-4e54-9bd6-5aa4acf4d05a/golf-7-smartline,2016
659,508 e-hdi Boîte auto,0 DT,230,Peugeot,508,Diesel,6,Noir,Berline,Peugeot 508 toutes options propriété d'une femme fonctionnaire 70% conduite urbaine et 30% extra-urbaine.,https://www.tayara.tn/listings/voitures-9/a807da54-3419-4606-b73d-97c90e5d3d72/508-e-hdi-bo%C3%AEte-auto,2012
660,تبن جديد مخزن في ااڨراج,6 DT,1112,Acrea,Zest,Hybride,1111,Manuelle,1.6,2500 بالة,https://www.tayara.tn/listings/voitures-9/07231fcf-ba86-4262-96b8-aaa00a8cc29a/%D8%AA%D8%A8%D9%86-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D8%AE%D8%B2%D9%86-%D9%81%D9%8A-%D8%A7%D8%A7%DA%A8%D8%B1%D8%A7%D8%AC,2223
661,punto 1 en très bonne état,12 500 DT,300,Fiat,Punto,Essence,4,Bleu,Berline,punto 1 en très bonne état,https://www.tayara.tn/listings/voitures-9/b93086a1-3bce-47c4-9e5f-82a1c1a32ee1/punto-1-en-tr%C3%A8s-bonne-%C3%A9tat,1997
662,Opel Corsa E,28 500 DT,94450,Opel,Corsa,Essence,5,Marron,Compacte,23506994,https://www.tayara.tn/listings/voitures-9/c4d13633-0431-4578-b898-81a0bb54f496/opel-corsa-e,2017
663,Peugeot 407 pack executive,22 000 DT,165000,Peugeot,407,Diesel,6,Beige,Berline,Prestigieuse 407 1.6 hdi 6 cv diesel phase 2 pack exécutive en très bon état 165.000 km au compteur année 2009.,https://www.tayara.tn/listings/voitures-9/dcc5d996-6420-41d6-b95e-ee2c1c24b895/peugeot-407-pack-executive,2009
664,Suzuki zayer 98766665,39 500 DT,19,Suzuki,Carry,Essence,5,Nouveau,Manuelle,Suzuki zayer min 3am 2019 machya 19alf 5cv essence 98766665,https://www.tayara.tn/listings/voitures-9/c43eee0e-4b18-4da4-90f8-342b63e4bc12/suzuki-zayer-98766665,2019
665,Peugeot partner 1.6 hdi,32 DT,160000,Peugeot,Tepee,Diesel,6,Noir,Monospace,Entrée en tunisie 2012.,https://www.tayara.tn/listings/voitures-9/6c23c15f-953d-4c0d-b30c-73ab2d9fe42a/peugeot-partner-1-6-hdi,2009
666,citroën C15 diesel,5 500 DT,320000,Citroen,C15,Diesel,7,Blanc,Berline,citroën C15 diesel 7cv année fin 1998 état moyenne téléphone 25602020,https://www.tayara.tn/listings/voitures-9/f61a6499-453f-44f4-a8e0-d3115afb279e/citro%C3%ABn-c15-diesel,1998
667,Nissan qashqai 2+,0 DT,190000,Nissan,Qashqai,Diesel,6,Marron,4 x 4,Tout option,https://www.tayara.tn/listings/voitures-9/f01a279a-6652-4d45-b969-f3614f8f97fc/nissan-qashqai-2+,2012
668,Polo 5,15 000 DT,182000,Volkswagen,Polo,Essence,4,Gris,Autres,Polo 5 très propre,https://www.tayara.tn/listings/voitures-9/3c9b1c25-edf0-4a15-95d6-64246b5098b4/polo-5,2006
669,oppel,10 800 DT,299,Opel,Corsa,Essence,4,Blanc,Compacte,belle voiture,https://www.tayara.tn/listings/voitures-9/cbe3dfbc-25e6-44c4-b767-ee4022517dea/oppel,1998
670,Kia Rio,27 000 DT,150000,Kia,Rio,Essence,4,Blanc,Compacte,Kia Rio full options,https://www.tayara.tn/listings/voitures-9/c9467b16-8f22-4b75-8214-3de50d6d63f0/kia-rio-,2014
671,تبن للبيع,6 DT,56,AC,Cobra,Hybride,1222,Automatique,1.1,جديد في ڨاراج 2500بالة,https://www.tayara.tn/listings/voitures-9/968d013d-7f05-43cf-b099-344be7914115/%D8%AA%D8%A8%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9,222222
